"Subject","Course Number","Department(s)","Course Title","Credits - Units - Minimum Units","Credits - Units - Maximum Units","Terms Offered","Course Description","Cross-Listed Course(s)","Repeat Rules","Repeat Rule: Special Circumstances","Offering Information","Additional Offering Information"
"HISTORY","285H","History","Research Seminars: Africa","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","285L","History","Research Seminars: Legal History","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester. ","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","285M","History","Research Seminars: Middle East","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester. ","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","285S","History","Research Seminars: History of Science","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester. ","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","285U","History","Research Seminars: Studies in Comparative History","4","4","-","For precise schedule of offerings see department catalog during pre-enrollment week each semester. ","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","287","History","Becoming a Historian","2","2","-","This class explores what is happening to higher education and the historical profession in the contemporary world and how the job market for historians is changing.  The aim is to demystify the academy and the historical profession while encouraging deeper thinking about career diversity and development.  We will focus on practical questions like how and when you get your reading done, how you prepare for 3rd semester and qualifying exams, visit and use archives, develop research skills, prepare grant proposals, build a CV/Resume, attend conferences and present papers, publish reviews and articles.  It will also address how you survive this intensification of academic labor, addressing issues such as mental health and resources for parents.","-","Course is not repeatable for credit.","-","-","-"
"HISTORY","290","History","Historical Colloquium","1","1","-","Colloquium on topics of current research. For precise schedule of offerings, see department catalog during pre-enrollment week each semester.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","295","History","Supervised Research Colloquium","2","5","-","Preparation, presentation and criticism of research papers.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","296","History","Directed Dissertation Research","1","12","-","Directed dissertation research.","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","298","History","Independent Study for Graduate Students in History","2","12","-","-","-","Course may be repeated for credit without restriction.","-","-","-"
"HISTORY","299","History","Directed Reading","1","12","-","Individual conferences to be arranged. Intended to provide directed reading in subject matter not covered in scheduled seminar offerings.","-","Course may be repeated for credit without restriction.","-","-","-"
